400	2.81456	

405	3.62709	

410	4.51306	

415	5.58895	
	
420	6.82789	

425	8.30142	

430	9.80382	

435	11.412	

440	13.255	

445	15.3581	

450	17.627	

455	20.1406	

460	22.8296	

465	25.7585	

470	28.6943	

475	31.8823	

480	35.3988	

485	38.3316	

490	41.2185	

495	43.6088	

500	45.841	

505	48.0771	

510	50.4898	

515	53.0371	

520	55.3988	

525	57.6519	

530	59.8288	

535	61.8961	

540	64.0683	

545	66.3059	

550	68.4832	

555	70.7063	

560	73.0346	

565	75.285	

570	77.4085	

575	79.5088	

580	81.57	

585	83.4151	

590	85.1599	

595	86.8512	

600	88.3222	

605	89.7232	

610	90.8838	

615	92.0241	

620	92.9266	

625	93.7047	

630	94.3806	

635	95.049	

640	95.6822	

645	96.3341	

650	97.0301	
