400	93.01016

405	96.46389

410	98.01812

415	98.66484

420	98.97109

425	99.06855

430	99.192

435	99.17898

440	99.24286

445	99.20881

450	99.26623

455	99.28031

460	99.31852

465	99.33028

470	99.34915

475	99.37233

480	99.36316

485	99.40785

490	99.36657

495	99.40673

500	99.3772

505	99.41252

510	99.37018

515	99.42085

520	99.37887

525	99.39405

530	99.39935

535	99.39251

540	99.42313

545	99.40805

550	99.43125

555	99.40016

560	99.47046

565	99.45568

570	99.54159

575	99.37685

580	99.44156

585	99.41543

590	99.42028

595	99.39592

600	99.3969

605	99.39394

610	99.36595

615	99.41931

620	99.37623

625	99.41448

630	99.38344

635	99.44387

640	99.36275

645	99.43905

650	99.39286




























































































































































































































































