400	2.81456	
401	2.97253	
402	3.13199	
403	3.28689	
404	3.45859	
405	3.62709	
406	3.79985	
407	3.97398	
408	4.15933	
409	4.33634	
410	4.51306	
411	4.69811	
412	4.88907	
413	5.10659	
414	5.34403	
415	5.58895	
416	5.83335	
417	6.08634	
418	6.31189	
419	6.56811	
420	6.82789	
421	7.11839	
422	7.42198	
423	7.7142	
424	8.01508	
425	8.30142	
426	8.57789	
427	8.86526	
428	9.17679	
429	9.48405	
430	9.80382	
431	10.1199	
432	10.4236	
433	10.7447	
434	11.0562	
435	11.412	
436	11.7887	
437	12.1752	
438	12.536	
439	12.8799	
440	13.255	
441	13.6636	
442	14.0847	
443	14.5071	
444	14.9234	
445	15.3581	
446	15.8048	
447	16.2318	
448	16.6887	
449	17.1752	
450	17.627	
451	18.1079	
452	18.6175	
453	19.1156	
454	19.6126	
455	20.1406	
456	20.6886	
457	21.253	
458	21.7744	
459	22.2899	
460	22.8296	
461	23.3888	
462	23.9645	
463	24.5152	
464	25.1201	
465	25.7585	
466	26.3811	
467	26.9571	
468	27.5262	
469	28.0804	
470	28.6943	
471	29.3409	
472	30.0448	
473	30.7022	
474	31.299	
475	31.8823	
476	32.5427	
477	33.2472	
478	33.9825	
479	34.6971	
480	35.3988	
481	36.0354	
482	36.6203	
483	37.161	
484	37.7058	
485	38.3316	
486	38.9581	
487	39.5786	
488	40.2052	
489	40.7218	
490	41.2185	
491	41.7408	
492	42.2235	
493	42.6894	
494	43.1072	
495	43.6088	
496	44.0675	
497	44.4959	
498	44.9425	
499	45.3897	
500	45.841	
501	46.3099	
502	46.7871	
503	47.2169	
504	47.6323	
505	48.0771	
506	48.5614	
507	49.0126	
508	49.4855	
509	49.9687	
510	50.4898	
511	51.0067	
512	51.5005	
513	51.9881	
514	52.4907	
515	53.0371	
516	53.5731	
517	54.0439	
518	54.4892	
519	54.9221	
520	55.3988	
521	55.8473	
522	56.3184	
523	56.7772	
524	57.2576	
525	57.6519	
526	58.0879	
527	58.4962	
528	58.9418	
529	59.38	
530	59.8288	
531	60.2994	
532	60.6833	
533	61.0649	
534	61.4468	
535	61.8961	
536	62.3239	
537	62.7598	
538	63.2265	
539	63.6494	
540	64.0683	
541	64.4928	
542	64.9245	
543	65.39	
544	65.8567	
545	66.3059	
546	66.732	
547	67.1872	
548	67.5966	
549	68.019	
550	68.4832	
551	68.9686	
552	69.4086	
553	69.8597	
554	70.2672	
555	70.7063	
556	71.2047	
557	71.6513	
558	72.1645	
559	72.5838	
560	73.0346	
561	73.4916	
562	73.965	
563	74.3875	
564	74.8446	
565	75.285	
566	75.7482	
567	76.1399	
568	76.5485	
569	77.0157	
570	77.4085	
571	77.8589	
572	78.3129	
573	78.7241	
574	79.097	
575	79.5088	
576	79.9272	
577	80.3542	
578	80.7288	
579	81.1849	
580	81.57	
581	81.915	
582	82.3233	
583	82.6999	
584	83.0535	
585	83.4151	
586	83.8326	
587	84.149	
588	84.4827	
589	84.8381	
590	85.1599	
591	85.5201	
592	85.9262	
593	86.2541	
594	86.5455	
595	86.8512	
596	87.1735	
597	87.4587	
598	87.7375	
599	88.0578	
600	88.3222	
601	88.6453	
602	88.9176	
603	89.1557	
604	89.4263	
605	89.7232	
606	89.9862	
607	90.2225	
608	90.4713	
609	90.6992	
610	90.8838	
611	91.1307	
612	91.3693	
613	91.544	
614	91.7672	
615	92.0241	
616	92.1955	
617	92.3737	
618	92.5857	
619	92.7738	
620	92.9266	
621	93.1057	
622	93.2567	
623	93.3771	
624	93.5484	
625	93.7047	
626	93.8257	
627	93.9864	
628	94.135	
629	94.2634	
630	94.3806	
631	94.5237	
632	94.6539	
633	94.7801	
634	94.9373	
635	95.049	
636	95.1607	
637	95.2901	
638	95.4185	
639	95.5298	
640	95.6822	
641	95.8202	
642	95.9373	
643	96.0741	
644	96.2268	
645	96.3341	
646	96.4469	
647	96.6193	
648	96.7469	
649	96.8747	
650	97.0301	

