400	97.17015

405	98.52959

410	99.19447

415	99.46452

420	99.5813

425	99.65238

430	99.62625

435	99.66557

440	99.69611

445	99.80475

450	99.80409

455	99.8163

460	99.79585

465	99.83548

470	99.82159

475	99.8491

480	99.85023

485	99.87893

490	99.87695

495	99.88272

500	99.91349

505	99.89383

510	99.95086

515	99.92072

520	99.93818

525	99.93218

530	99.93721

535	99.93732

540	99.95089

545	99.93253

550	99.92987

555	99.95059

560	99.94011

565	99.9352

570	99.92648

575	99.96669

580	99.89228

585	99.94997

590	99.89916

595	99.94335

600	99.8921

605	99.93711

610	99.88679

615	99.90916

620	99.90327

625	99.90435

630	99.9073

635	99.89812

640	99.93683

645	99.88148

650	99.946


