400	60.069	

405	64.0513	

410	67.3514	

415	69.9767	

420	72.3292	

425	74.4258	

430	76.114	

435	77.7721	

440	79.2234	

445	80.4571	

450	81.5591	

455	82.489	

460	83.3619	

465	84.0799	

470	84.7529	

475	85.2943	

480	85.7645	

485	86.249	

490	86.6801	
	
495	87.1121	

500	87.4387	

505	87.8848	

510	88.2633	

515	88.7382	

520	89.077	

525	89.5102	

530	89.7805	

535	90.1287	

540	90.4001	

545	90.7103	

550	90.9926	

555	91.2446	

560	91.5252	

565	91.7599	

570	92.005	

575	92.2362	

580	92.4908	

585	92.6516	

590	92.9167	

595	93.0573	

600	93.3122	

605	93.4283	

610	93.6559	

615	93.8024	

620	93.9675	

625	94.064	

630	94.2605	
	
635	94.3489	

640	94.4821	

645	94.5629	

650	94.6886	
