400	0.212386	400	61.3217	

405	0.216880	405	60.6904	

410	0.219473	410	60.3291	

415	0.215441	415	60.8918	

420	0.202412	420	62.7463	

425	0.184004	425	65.463	

430	0.168316	430	67.871	

435	0.155875	435	69.8434	

440	0.144526	440	71.6925	

445	0.132874	445	73.6421	

450	0.121525	450	75.5918	

455	0.110460	455	77.5426	

460	0.101251	460	79.2044	

465	0.0944584	465	80.4529	

470	0.0889108	470	81.4872	

475	0.0842597	475	82.3645	

480	0.0800101	480	83.1744	

485	0.0768453	485	83.7828	

490	0.0736413	490	84.4032	

495	0.0708212	495	84.953	

500	0.0689909	500	85.3118	

505	0.0673399	505	85.6367	

510	0.0662675	510	85.8485	

515	0.0657073	515	85.9593	

520	0.0645026	520	86.198	

525	0.0622228	525	86.6517	

530	0.0599312	530	87.1102	

535	0.0578028	535	87.5381	

540	0.0559710	540	87.9081	

545	0.0554594	545	88.0117	

550	0.0552988	550	88.0443	

555	0.0519711	555	88.7215	

560	0.0486501	560	89.4025	

565	0.0466253	565	89.8203	

570	0.0445802	570	90.2443	

575	0.0428842	575	90.5974	

580	0.0414945	580	90.8878	

585	0.0406629	585	91.062	

590	0.0403813	590	91.1211	

595	0.0401029	595	91.1795	

600	0.0394864	600	91.309	

605	0.0378451	605	91.6547	

610	0.0357490	610	92.0982	

615	0.0328031	615	92.725	

620	0.0305395	620	93.2096	

625	0.0288364	625	93.5758	

630	0.0276241	630	93.8374	

635	0.0265189	635	94.0765	

640	0.0256861	640	94.2571	

645	0.0247505	645	94.4603	

650	0.0239904	650	94.6258	
