400	60.069	
401	60.9002	
402	61.7395	
403	62.5534	
404	63.3447	
405	64.0513	
406	64.7477	
407	65.4123	
408	66.0653	
409	66.7256	
410	67.3514	
411	67.8798	
412	68.4159	
413	68.955	
414	69.4611	
415	69.9767	
416	70.51	
417	70.9736	
418	71.4217	
419	71.8745	
420	72.3292	
421	72.748	
422	73.1837	
423	73.6318	
424	74.0662	
425	74.4258	
426	74.8038	
427	75.1641	
428	75.4769	
429	75.7726	
430	76.114	
431	76.4615	
432	76.8298	
433	77.1886	
434	77.4842	
435	77.7721	
436	78.0667	
437	78.3905	
438	78.6385	
439	78.9007	
440	79.2234	
441	79.4557	
442	79.7208	
443	79.9846	
444	80.2309	
445	80.4571	
446	80.7023	
447	80.941	
448	81.1228	
449	81.3141	
450	81.5591	
451	81.7487	
452	81.9382	
453	82.1759	
454	82.3648	
455	82.489	
456	82.6794	
457	82.8554	
458	83.0213	
459	83.1739	
460	83.3619	
461	83.5243	
462	83.6408	
463	83.8108	
464	83.9628	
465	84.0799	
466	84.1906	
467	84.3617	
468	84.4714	
469	84.5739	
470	84.7529	
471	84.8791	
472	84.9593	
473	85.0843	
474	85.2294	
475	85.2943	
476	85.3855	
477	85.518	
478	85.6069	
479	85.6635	
480	85.7645	
481	85.8813	
482	85.9522	
483	86.0247	
484	86.1447	
485	86.249	
486	86.3016	
487	86.4282	
488	86.5508	
489	86.6082	
490	86.6801	
491	86.7869	
492	86.8203	
493	86.8847	
494	86.9985	
495	87.1121	
496	87.1885	
497	87.2451	
498	87.3488	
499	87.3838	
500	87.4387	
501	87.5602	
502	87.6251	
503	87.6872	
504	87.8051	
505	87.8848	
506	87.9405	
507	88.0124	
508	88.147	
509	88.2028	
510	88.2633	
511	88.3828	
512	88.4774	
513	88.5258	
514	88.6233	
515	88.7382	
516	88.7952	
517	88.863	
518	88.9662	
519	89.0311	
520	89.077	
521	89.1747	
522	89.2757	
523	89.3161	
524	89.3852	
525	89.5102	
526	89.5562	
527	89.6105	
528	89.7032	
529	89.7778	
530	89.7805	
531	89.8802	
532	89.9744	
533	90.008	
534	90.0515	
535	90.1287	
536	90.1792	
537	90.2194	
538	90.3058	
539	90.3908	
540	90.4001	
541	90.4541	
542	90.5581	
543	90.5865	
544	90.6165	
545	90.7103	
546	90.7869	
547	90.8061	
548	90.865	
549	90.9385	
550	90.9926	
551	91.0157	
552	91.1251	
553	91.1694	
554	91.1823	
555	91.2446	
556	91.3279	
557	91.3303	
558	91.3934	
559	91.4823	
560	91.5252	
561	91.5509	
562	91.651	
563	91.6832	
564	91.6969	
565	91.7599	
566	91.8645	
567	91.8623	
568	91.9005	
569	91.9993	
570	92.005	
571	92.0371	
572	92.1183	
573	92.1772	
574	92.1872	
575	92.2362	
576	92.3356	
577	92.3362	
578	92.3451	
579	92.4344	
580	92.4908	
581	92.4891	
582	92.5522	
583	92.6146	
584	92.6327	
585	92.6516	
586	92.7392	
587	92.7876	
588	92.7797	
589	92.8503	
590	92.9167	
591	92.9159	
592	92.9563	
593	93.0169	
594	93.0516	
595	93.0573	
596	93.1364	
597	93.1934	
598	93.1796	
599	93.2515	
600	93.3122	
601	93.3191	
602	93.3426	
603	93.4169	
604	93.4362	
605	93.4283	
606	93.5006	
607	93.5714	
608	93.5612	
609	93.5954	
610	93.6559	
611	93.6667	
612	93.6793	
613	93.7672	
614	93.7927	
615	93.8024	
616	93.8342	
617	93.9012	
618	93.883	
619	93.9089	
620	93.9675	
621	93.9873	
622	93.9899	
623	94.0544	
624	94.0813	
625	94.064	
626	94.1094	
627	94.1949	
628	94.173	
629	94.1778	
630	94.2605	
631	94.264	
632	94.2417	
633	94.3072	
634	94.3694	
635	94.3489	
636	94.3772	
637	94.4452	
638	94.4387	
639	94.4159	
640	94.4821	
641	94.5156	
642	94.4989	
643	94.5306	
644	94.5742	
645	94.5629	
646	94.5682	
647	94.6348	
648	94.6572	
649	94.652	
650	94.6886	

